"Reporting starts","Reporting ends","Campaign name","Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (LKR)",Impressions,Reach,Views,"Post engagements","Link clicks",Ends,Starts
2023-03-09,2026-04-09,"Tea Feb loyalty",not_delivering,774,actions:offsite_conversion.fb_pixel_view_content,8.26928941,"Using ad set budget",0,6400.43,95862,27837,0,791,788,2023-03-15,2023-02-12
2023-03-09,2026-04-09,"Beverages Feb",not_delivering,816,actions:offsite_conversion.fb_pixel_view_content,7.8296201,"Using ad set budget",0,6388.97,99066,41057,0,824,810,2023-03-15,2023-02-12
2023-03-09,2026-04-09,"Chilled & Frozen Feb",not_delivering,1097,actions:offsite_conversion.fb_pixel_view_content,5.72230629,"Using ad set budget",0,6277.37,97941,54173,0,1263,1194,2023-03-15,2023-02-12
2023-03-09,2026-04-09,"Grocery Feb",not_delivering,790,actions:offsite_conversion.fb_pixel_view_content,8.35267089,"Using ad set budget",0,6598.61,75858,23715,0,829,821,2023-03-15,2023-02-12
2023-03-09,2026-04-09,"Grocery 2 Feb",not_delivering,1018,actions:offsite_conversion.fb_pixel_view_content,6.36101179,"Using ad set budget",0,6475.51,107602,54650,0,955,920,2023-03-15,2023-02-12
2023-03-09,2026-04-09,"Grocery 3 Feb",not_delivering,800,actions:offsite_conversion.fb_pixel_view_content,8.1807,"Using ad set budget",0,6544.56,99230,24416,0,940,940,2023-03-15,2023-02-12
2023-03-09,2026-04-09,"Baby needs Feb",not_delivering,836,actions:offsite_conversion.fb_pixel_view_content,7.83307416,"Using ad set budget",0,6548.45,123476,61208,0,875,848,2023-03-15,2023-02-12
2023-03-09,2026-04-09,"Cleaning consumables Feb",not_delivering,841,actions:offsite_conversion.fb_pixel_view_content,7.71843044,"Using ad set budget",0,6491.2,93578,30776,0,866,864,2023-03-15,2023-02-13
2023-03-09,2026-04-09,"Cleaning Consumables Feb 2",not_delivering,759,actions:offsite_conversion.fb_pixel_view_content,8.58196311,"Using ad set budget",0,6513.71,105813,39536,0,793,778,2023-03-15,2023-02-13
2023-03-09,2026-04-09,"Household 1",not_delivering,793,actions:offsite_conversion.fb_pixel_view_content,8.14921816,"Using ad set budget",0,6462.33,88302,45880,0,857,832,2023-03-15,2023-02-13
2023-03-09,2026-04-09,"Bread Feb",inactive,4472,actions:post_engagement,4.26190295,"Using ad set budget",0,19059.23,141025,74355,0,4472,91,2023-03-28,2023-02-28
2023-03-09,2026-04-09,"PickMe Food Promo",not_delivering,935,actions:post_engagement,6.41187166,"Using ad set budget",0,5995.1,46510,29205,0,935,,2023-03-11,2023-03-03
2023-03-09,2026-04-09,"SLO Online 9th March",not_delivering,2425,actions:offsite_conversion.fb_pixel_view_content,5.60189278,"Using ad set budget",0,13584.59,129181,83380,0,607,335,2023-03-09,2023-03-08
2023-03-09,2026-04-09,"Women's Day 2023",not_delivering,67878,actions:post_engagement,0.22098471,"Using ad set budget",0,15000,160390,110083,0,67878,2,2023-03-16,2023-03-08
2023-03-09,2026-04-09,"Seylan Bank March",not_delivering,3552,actions:offsite_conversion.fb_pixel_view_content,12.66891892,"Using ad set budget",0,45000,467329,267544,0,1817,1370,2023-03-31,2023-03-10
2023-03-09,2026-04-09,"HNB March",not_delivering,1533,actions:offsite_conversion.fb_pixel_view_content,16.30789302,"Using ad set budget",0,25000,295409,187186,0,1183,926,2023-03-24,2023-03-10
2023-03-09,2026-04-09,"SLO 11th Feb",not_delivering,1766,actions:post_engagement,8.49377123,"Using ad set budget",0,15000,81935,59878,0,1766,2,2023-03-11,2023-03-10
2023-03-09,2026-04-09,"Delivery Free March 23",not_delivering,7529,actions:offsite_conversion.fb_pixel_view_content,13.94607518,"Using ad set budget",0,105000,1019939,312427,0,3627,2544,2023-03-29,2023-03-13
2023-03-09,2026-04-09,"E-com March",not_delivering,2410,actions:offsite_conversion.fb_pixel_view_content,10.37344398,"Using ad set budget",0,25000,334883,160867,0,1081,665,2023-03-16,2023-03-10
2023-03-09,2026-04-09,"Com Bank Premium",not_delivering,2634,actions:offsite_conversion.fb_pixel_view_content,17.46393318,"Using ad set budget",0,46000,461460,242405,0,2098,1561,2023-03-28,2023-03-14
2023-03-09,2026-04-09,"SLO Online 16th March",not_delivering,2181,actions:offsite_conversion.fb_pixel_view_content,11.46263182,"Using ad set budget",0,25000,194932,120776,0,1015,644,2023-03-16,2023-03-15
2023-03-09,2026-04-09,"SLO 18th March",not_delivering,1702,actions:post_engagement,8.81316099,"Using ad set budget",0,15000,66833,45941,0,1702,2,2023-03-18,2023-03-17
2023-03-09,2026-04-09,"Weekend Fresh 17th March",not_delivering,955,actions:offsite_conversion.fb_pixel_view_content,8.37696335,"Using ad set budget",0,8000,63402,29533,0,265,23,2023-03-19,2023-03-17
2023-03-09,2026-04-09,"Buy 3 get 1 Free 17th March",not_delivering,3911,actions:post_engagement,2.04551266,"Using ad set budget",0,8000,91677,66156,0,3911,67,2023-03-19,2023-03-17
2023-03-09,2026-04-09,"Fresh Weekly 20th March",not_delivering,1356,actions:offsite_conversion.fb_pixel_view_content,13.27433628,"Using ad set budget",0,18000,144362,63962,0,668,39,2023-03-23,2023-03-20
2023-03-09,2026-04-09,"Avurudu Bonus main KV",not_delivering,9922,actions:post_engagement,5.84559565,"Using ad set budget",0,58000,382401,136223,0,9922,982,2023-04-28,2023-03-20
2023-03-09,2026-04-09,"Union Bank March",not_delivering,716,actions:offsite_conversion.fb_pixel_view_content,11.17318436,"Using ad set budget",0,8000,79565,54373,0,386,302,2023-03-26,2023-03-25
2023-03-09,2026-04-09,"Standard Chartered March",not_delivering,788,actions:offsite_conversion.fb_pixel_view_content,12.69035533,"Using ad set budget",0,10000,77751,56560,0,321,214,2023-03-22,2023-03-21
2023-03-09,2026-04-09,"SLO Online 23rd March",not_delivering,1223,actions:offsite_conversion.fb_pixel_view_content,12.26492232,"Using ad set budget",0,15000,109528,83566,0,643,421,2023-03-23,2023-03-23
2023-03-09,2026-04-09,"Weekend Fresh 24th March",not_delivering,1069,actions:offsite_conversion.fb_pixel_view_content,11.22544434,"Using ad set budget",0,12000,92523,42968,0,492,34,2023-03-26,2023-03-23
2023-03-09,2026-04-09,"SLO online 30th March",not_delivering,2621,actions:post_engagement,9.53834414,"Using ad set budget",0,25000,155666,116953,0,2621,362,2023-03-30,2023-03-29
2023-03-09,2026-04-09,"ComBank Premium March SLO",not_delivering,2198,actions:post_engagement,11.37397634,"Using ad set budget",0,25000,155887,119495,0,2198,5,2023-04-01,2023-04-01
2023-03-09,2026-04-09,"SLO Saturday April",not_delivering,2441,actions:post_engagement,12.29004506,"Using ad set budget",0,30000,243487,172042,0,2441,5,2023-04-01,2023-04-01
2023-03-09,2026-04-09,"NTB AMEX April",not_delivering,1943,actions:post_engagement,7.72002059,"Using ad set budget",0,15000,107357,84312,0,1943,5,2023-04-03,2023-04-03
2023-03-09,2026-04-09,"Delivery Free April 23",not_delivering,8147,actions:offsite_conversion.fb_pixel_view_content,9.81956548,"Using ad set budget",0,80000,986764,359191,0,3334,2346,2023-04-26,2023-04-03
2023-03-09,2026-04-09,"ComBank Premium April 23",not_delivering,4445,actions:offsite_conversion.fb_pixel_view_content,13.49831271,"Using ad set budget",0,60000,689087,297268,0,2573,1923,2023-04-25,2023-04-03
2023-03-09,2026-04-09,"Union Bank April",not_delivering,2403,actions:offsite_conversion.fb_pixel_view_content,16.64585934,"Using ad set budget",0,40000,456065,235936,0,1791,1383,2023-04-30,2023-04-08
2023-03-09,2026-04-09,"Com Fresh April 23",not_delivering,7280,actions:post_engagement,8.24175824,"Using ad set budget",0,60000,306148,126195,0,7280,13,2023-04-30,2023-04-08
2023-03-09,2026-04-09,"BOC Fresh Apr 23",not_delivering,2777,actions:offsite_conversion.fb_pixel_view_content,14.40403313,"Using ad set budget",0,40000,545248,273338,0,1972,1558,2023-04-30,2023-04-08
2023-03-09,2026-04-09,"Peoples Apr 23",not_delivering,3196,actions:offsite_conversion.fb_pixel_view_content,12.51564456,"Using ad set budget",0,40000,518495,250263,0,1968,1560,2023-04-29,2023-04-07
2023-03-09,2026-04-09,"Coffee Coupon",not_delivering,7863,actions:post_engagement,3.81533766,"Using ad set budget",0,30000,515202,122113,0,7863,29,2023-04-30,2023-04-03
2023-03-09,2026-04-09,"Weekly Fresh Apr 1st week",not_delivering,2468,actions:offsite_conversion.fb_pixel_view_content,6.07779579,"Using ad set budget",0,15000,165063,67369,0,857,57,2023-04-07,2023-04-03
2023-03-09,2026-04-09,"SLO 20% online Apr",inactive,5599,actions:offsite_conversion.fb_pixel_view_content,9.89043579,"Using ad set budget",0,55376.55,414069,193755,0,2367,1308,2023-04-28,2023-04-06
2023-03-09,2026-04-09,"avurudu activation",not_delivering,3387,actions:post_engagement,5.90493062,"Using ad set budget",0,20000,160503,80955,0,3387,8,2023-04-13,2023-04-06
2023-03-09,2026-04-09,"HNB April",not_delivering,2354,actions:offsite_conversion.fb_pixel_view_content,15.2931181,"Using ad set budget",0,36000,386571,228163,0,1354,978,2023-04-28,2023-04-07
2023-03-09,2026-04-09,"SLO April",not_delivering,2271,actions:post_engagement,8.80669309,"Using ad set budget",0,20000,87355,53264,0,2271,2,2023-04-08,2023-04-07
2023-03-09,2026-04-09,"SCB April",not_delivering,1296,actions:offsite_conversion.fb_pixel_view_content,13.88888889,"Using ad set budget",0,18000,200600,136758,0,794,528,2023-04-10,2023-04-09
2023-03-09,2026-04-09,"HSBC April",not_delivering,2872,actions:post_engagement,6.9637883,"Using ad set budget",0,20000,86023,47148,0,2872,5,2023-04-12,2023-04-10
2023-03-09,2026-04-09,"DFCC April",not_delivering,867,actions:offsite_conversion.fb_pixel_view_content,17.30103806,"Using ad set budget",0,15000,174285,114471,0,655,471,2023-04-13,2023-04-12
2023-03-09,2026-04-09,"SLO 22nd april",not_delivering,2384,actions:post_engagement,12.58389262,"Using ad set budget",0,30000,158317,105345,0,2384,7,2023-04-22,2023-04-22
2023-03-09,2026-04-09,"Tea April",not_delivering,1878,actions:offsite_conversion.fb_pixel_view_content,13.31203408,"Using ad set budget",0,25000,262442,76643,0,2107,2078,2023-04-30,2023-04-24
2023-03-09,2026-04-09,"Beverages April",not_delivering,1826,actions:offsite_conversion.fb_pixel_view_content,13.69112815,"Using ad set budget",0,25000,301131,148113,0,2546,2441,2023-04-30,2023-04-24
2023-03-09,2026-04-09,"Beverages April 2",not_delivering,2138,actions:offsite_conversion.fb_pixel_view_content,11.69317119,"Using ad set budget",0,25000,257764,116669,0,2364,2243,2023-04-30,2023-04-24
2023-03-09,2026-04-09,"Chilled April",not_delivering,2073,actions:offsite_conversion.fb_pixel_view_content,12.05981669,"Using ad set budget",0,25000,246933,114953,0,2015,1920,2023-04-30,2023-04-24
2023-03-09,2026-04-09,"Frozen April",not_delivering,2336,actions:offsite_conversion.fb_pixel_view_content,10.70205479,"Using ad set budget",0,25000,281307,141816,0,3538,3375,2023-04-30,2023-04-24
2023-03-09,2026-04-09,"Biscuits & Chocs April",not_delivering,2063,actions:offsite_conversion.fb_pixel_view_content,12.11827436,"Using ad set budget",0,25000,279080,114637,0,2086,2030,2023-04-30,2023-04-24
2023-03-09,2026-04-09,"Biscuits & chocs 2 april",not_delivering,1934,actions:offsite_conversion.fb_pixel_view_content,12.92652534,"Using ad set budget",0,24999.9,254886,68980,0,2142,2125,2023-04-30,2023-04-24
2023-03-09,2026-04-09,"Budget Pack",not_delivering,484629,actions:post_engagement,0.1031717,"Using ad set budget",0,50000,1003268,421554,0,484629,10,2023-05-26,2023-04-26
2023-03-09,2026-04-09,"Free Delivery May",not_delivering,9710,actions:offsite_conversion.fb_pixel_view_content,7.72399588,"Using ad set budget",0,75000,1150006,342282,0,4943,3903,2023-05-31,2023-05-02
2023-03-09,2026-04-09,"Sampath Bank May 23",not_delivering,4634,actions:offsite_conversion.fb_pixel_view_content,12.9477773,"Using ad set budget",0,60000,802692,375301,0,3707,3094,2023-05-29,2023-05-07
2023-03-09,2026-04-09,"SLO Online 4th May 23",not_delivering,3928,actions:offsite_conversion.fb_pixel_view_content,7.63747454,"Using ad set budget",0,30000,355336,182088,0,1345,746,2023-05-04,2023-05-03
2023-03-09,2026-04-09,"SLO May 6th",not_delivering,1373,actions:post_engagement,10.92498179,"Using ad set budget",0,15000,136013,82086,0,1373,5,2023-05-06,2023-05-06
2023-03-09,2026-04-09,"SLO NDB 6th May",not_delivering,1622,actions:post_engagement,9.24784217,"Using ad set budget",0,15000,113213,74881,0,1622,3,2023-05-06,2023-05-06
2023-03-09,2026-04-09,"SLO ComBank",not_delivering,1484,actions:post_engagement,10.10781671,"Using ad set budget",0,15000,88566,62367,0,1484,1,2023-05-06,2023-05-06
2023-03-09,2026-04-09,"Union Bank May",not_delivering,1748,actions:offsite_conversion.fb_pixel_view_content,21.45308924,"Using ad set budget",0,37500,346091,197385,0,1902,1554,2023-05-28,2023-05-13
2023-03-09,2026-04-09,"BOC Fresh May 23",not_delivering,1905,actions:offsite_conversion.fb_pixel_view_content,19.68503937,"Using ad set budget",0,37500,388202,193245,0,1727,1298,2023-05-28,2023-05-13
2023-03-09,2026-04-09,"People's Bank May 23",not_delivering,2065,actions:offsite_conversion.fb_pixel_view_content,18.1598063,"Using ad set budget",0,37500,282399,138448,0,1068,710,2023-05-27,2023-05-12
2023-03-09,2026-04-09,"NDB Kottu May 23",not_delivering,7691,actions:post_engagement,3.90066311,"Using ad set budget",0,30000,297427,120054,0,7691,28,2023-05-31,2023-05-07
2023-03-09,2026-04-09,"Weekly Fresh May",not_delivering,1886,actions:offsite_conversion.fb_pixel_view_content,7.9533404,"Using ad set budget",0,15000,155757,60171,0,781,47,2023-05-12,2023-05-08
2023-03-09,2026-04-09,"ComBank Fresh May 23",not_delivering,3374,actions:post_engagement,11.85536455,"Using ad set budget",0,40000,234755,85086,0,3374,13,2023-05-31,2023-05-09
2023-03-09,2026-04-09,"SLO Online 11th May 23",not_delivering,2330,actions:offsite_conversion.fb_pixel_view_content,10.72961373,"Using ad set budget",0,25000,229473,146463,0,1079,648,2023-05-11,2023-05-10
2023-03-09,2026-04-09,"DFCC 11th May 23",not_delivering,1364,actions:offsite_conversion.fb_pixel_view_content,14.6627566,"Using ad set budget",0,20000,185265,98646,0,718,442,2023-05-11,2023-05-10
2023-03-09,2026-04-09,"Beverages May 23",not_delivering,2695,actions:offsite_conversion.fb_pixel_view_content,7.42115028,"Using ad set budget",0,20000,290270,91073,0,2630,2481,2023-05-31,2023-05-10
2023-03-09,2026-04-09,"Tea & Coffee May 23",not_delivering,2540,actions:offsite_conversion.fb_pixel_view_content,7.87401575,"Using ad set budget",0,20000,313774,100740,0,2746,2635,2023-05-31,2023-05-10
2023-03-09,2026-04-09,"Chilled & Frozen May 23",not_delivering,2540,actions:offsite_conversion.fb_pixel_view_content,5.90551181,"Using ad set budget",0,15000,228050,108955,0,3374,3227,2023-05-31,2023-05-10
2023-03-09,2026-04-09,"HNB May 23",not_delivering,2369,actions:offsite_conversion.fb_pixel_view_content,16.8847615,"Using ad set budget",0,40000,333760,160242,0,1523,1075,2023-05-26,2023-05-11
2023-03-09,2026-04-09,"Grocery 1",not_delivering,2491,actions:offsite_conversion.fb_pixel_view_content,8.02890405,"Using ad set budget",0,20000,245773,81403,0,2305,2225,2023-05-31,2023-05-11
2023-03-09,2026-04-09,"Grocery 2 May",not_delivering,2348,actions:offsite_conversion.fb_pixel_view_content,8.5178833,"Using ad set budget",0,19999.99,229929,66759,0,2062,2012,2023-05-31,2023-05-11
2023-03-09,2026-04-09,"SLO 13th May 23",not_delivering,1138,actions:post_engagement,17.57469244,"Using ad set budget",0,20000,82943,65061,0,1138,1,2023-05-13,2023-05-12
2023-03-09,2026-04-09,"ComBank  Premium May 23",not_delivering,2374,actions:post_engagement,18.95534962,"Using ad set budget",0,45000,166030,86484,0,2374,17,2023-05-27,2023-05-12
2023-03-09,2026-04-09,BBQ,not_delivering,2261,actions:post_engagement,6.63423264,"Using ad set budget",0,15000,52093,39747,0,2261,,2023-05-14,2023-05-12
2023-03-09,2026-04-09,"Grocery 3 May",not_delivering,2546,actions:offsite_conversion.fb_pixel_view_content,7.85545954,"Using ad set budget",0,20000,245594,79429,0,2256,2213,2023-05-31,2023-05-15
2023-03-09,2026-04-09,"Kids May 23",not_delivering,2861,actions:offsite_conversion.fb_pixel_view_content,6.99056274,"Using ad set budget",0,20000,220865,65784,0,2818,2723,2023-05-31,2023-05-15
2023-03-09,2026-04-09,"Kids may 2",not_delivering,2218,actions:offsite_conversion.fb_pixel_view_content,9.01713255,"Using ad set budget",0,20000,216358,52444,0,1994,1984,2023-05-31,2023-05-15
2023-03-09,2026-04-09,"Household May 1",not_delivering,2303,actions:offsite_conversion.fb_pixel_view_content,8.68432479,"Using ad set budget",0,20000,262839,84501,0,2273,2221,2023-05-31,2023-05-15
2023-03-09,2026-04-09,"Household May 2",not_delivering,2235,actions:offsite_conversion.fb_pixel_view_content,8.94854586,"Using ad set budget",0,20000,239654,81219,0,2255,2189,2023-05-31,2023-05-15
2023-03-09,2026-04-09,"Mother's Day 2023",inactive,103409,actions:post_engagement,0.22932607,"Using ad set budget",0,23714.38,219432,133040,0,103409,5,2023-06-30,2023-05-16
2023-03-09,2026-04-09,"SLO Online 18th May 23",not_delivering,3055,actions:offsite_conversion.fb_pixel_view_content,10.47463175,"Using ad set budget",0,32000,315777,195203,0,1540,1112,2023-05-18,2023-05-17
2023-03-09,2026-04-09,"SLO 20th May 23",not_delivering,2243,actions:post_engagement,11.14578689,"Using ad set budget",0,25000,104733,57184,0,2243,2,2023-05-20,2023-05-19
2023-03-09,2026-04-09,"Combank 23rd May",not_delivering,1268,actions:offsite_conversion.fb_pixel_view_content,15.77287066,"Using ad set budget",0,20000,194518,135155,0,870,688,2023-05-23,2023-05-23
2023-03-09,2026-04-09,"Kottu Challenge May 23",inactive,2276,actions:post_engagement,3.84288225,"Using ad set budget",0,8746.4,51937,39197,0,2276,4,2023-05-25,2023-05-23
2023-03-09,2026-04-09,"NDB Kandy May 23",not_delivering,2443,actions:post_engagement,10.23331969,"Using ad set budget",0,25000,162501,51634,0,2443,7,2023-05-28,2023-05-24
2023-03-09,2026-04-09,"SLO Online 25th May 23",not_delivering,2641,actions:offsite_conversion.fb_pixel_view_content,11.21675502,"Using ad set budget",0,29623.45,259793,158036,0,1199,771,2023-05-25,2023-05-24
2023-03-09,2026-04-09,"NTB AMEX May 23",not_delivering,2691,actions:post_engagement,9.29022668,"Using ad set budget",0,25000,99304,56185,0,2691,6,2023-05-27,2023-05-26
2023-03-09,2026-04-09,"Fresh Offer 2023",not_delivering,16214,actions:offsite_conversion.fb_pixel_view_content,3.70050574,"Using ad set budget",0,60000,1119588,327500,0,6006,4791,2023-06-29,2023-05-29
2023-03-09,2026-04-09,"SLO Promo June 3",not_delivering,2307,actions:post_engagement,8.66926745,"Using ad set budget",0,20000,128911,79207,0,2307,6,2023-06-03,2023-06-02
2023-03-09,2026-04-09,"NDB June",not_delivering,2548,actions:post_engagement,7.84929356,"Using ad set budget",0,20000,114778,81500,0,2548,7,2023-06-03,2023-06-02
2023-03-09,2026-04-09,"ComBank SLO June",not_delivering,2326,actions:post_engagement,8.59845228,"Using ad set budget",0,20000,77636,54696,0,2326,7,2023-06-03,2023-06-02
2023-03-09,2026-04-09,"ComBank Fresh June 23",not_delivering,10762,actions:post_engagement,9.29195317,"Using ad set budget",0,100000,579049,261869,0,10762,39,2023-06-28,2023-06-07
2023-03-09,2026-04-09,"Online SLO June",not_delivering,6086,actions:offsite_conversion.fb_pixel_view_content,8.21557673,"Using ad set budget",0,50000,581428,291745,0,2790,2004,2023-06-15,2023-06-07
2023-03-09,2026-04-09,"Breakfast Rice & Curry",not_delivering,8410,actions:post_engagement,2.97265161,"Using ad set budget",0,25000,301970,150558,0,8410,31,2023-06-30,2023-06-08
2023-03-09,2026-04-09,"Tea June 2023",not_delivering,4734,actions:offsite_conversion.fb_pixel_view_content,5.28085129,"Using ad set budget",0,24999.55,474430,122051,0,3846,3774,2023-06-30,2023-06-08
2023-03-09,2026-04-09,"Baby Care June 2023",not_delivering,4363,actions:offsite_conversion.fb_pixel_view_content,5.73000229,"Using ad set budget",0,25000,378913,118282,0,4028,3936,2023-06-30,2023-06-09
2023-03-09,2026-04-09,"SLO June 10th 23",not_delivering,4079,actions:post_engagement,13.16253984,"Using ad set budget",0,53690,376125,218278,0,4079,10,2023-06-10,2023-06-09
2023-03-09,2026-04-09,"Commercial Bank SLO",not_delivering,7000,actions:post_engagement,11.42857143,"Using ad set budget",0,80000,406505,238093,0,7000,17,2023-06-24,2023-06-09
2023-03-09,2026-04-09,"NDB Kottu Offer June",not_delivering,7849,actions:post_engagement,4.45916677,"Using ad set budget",0,35000,261881,121990,0,7849,22,2023-06-30,2023-06-14
2023-03-09,2026-04-09,"UBER Eats",not_delivering,7774,actions:post_engagement,5.14535632,"Using ad set budget",0,40000,233406,104319,0,7774,13,2023-06-30,2023-06-14
2023-03-09,2026-04-09,HNB,not_delivering,186,actions:offsite_conversion.fb_pixel_purchase,268.8172043,"Using ad set budget",0,50000,259258,97400,0,729,222,2023-06-30,2023-06-15
2023-03-09,2026-04-09,"SLO 17th June 23",not_delivering,2895,actions:post_engagement,10.3626943,"Using ad set budget",0,30000,130217,77918,0,2895,3,2023-06-17,2023-06-16
2023-03-09,2026-04-09,"Kottu Challenge June 23",inactive,2433,actions:post_engagement,3.26609125,"Using ad set budget",0,7946.4,50076,39549,0,2433,5,2023-06-21,2023-06-19
2023-03-09,2026-04-09,"NTB AMEX June 23",inactive,2049,actions:post_engagement,7.33264031,"Using ad set budget",0,15024.58,58783,39213,0,2049,5,2023-06-23,2023-06-21
2023-03-09,2026-04-09,"beverages Jun 23",not_delivering,3002,actions:offsite_conversion.fb_pixel_view_content,8.32778148,"Using ad set budget",0,25000,334135,118390,0,3675,3584,2023-06-30,2023-06-23
2023-03-09,2026-04-09,"Chilled & Frozen Jun 23",not_delivering,3804,actions:offsite_conversion.fb_pixel_view_content,7.88643533,"Using ad set budget",0,30000,421707,125053,0,4029,3998,2023-06-30,2023-06-23
2023-03-09,2026-04-09,"Frozen Jun 23",not_delivering,4251,actions:offsite_conversion.fb_pixel_view_content,7.05716302,"Using ad set budget",0,30000,410634,204516,0,5218,5024,2023-06-30,2023-06-23
2023-03-09,2026-04-09,"Chilled & Frozen Jun 23 2",not_delivering,4106,actions:offsite_conversion.fb_pixel_view_content,7.30638091,"Using ad set budget",0,30000,409229,162399,0,4306,4184,2023-06-30,2023-06-23
2023-03-09,2026-04-09,"SLO Online 29th Jun 23",not_delivering,2633,actions:offsite_conversion.fb_pixel_view_content,11.39384732,"Using ad set budget",0,30000,331259,236274,0,1897,1432,2023-06-29,2023-06-28
2023-03-09,2026-04-09,"SLO Online 6th July 23",not_delivering,3031,actions:offsite_conversion.fb_pixel_view_content,8.24810294,"Using ad set budget",0,25000,355299,251411,0,1626,1184,2023-07-06,2023-07-06
2023-03-09,2026-04-09,"Beverages July 2023",not_delivering,1589,actions:offsite_conversion.fb_pixel_view_content,6.29326621,"Using ad set budget",0,10000,145878,80163,0,1927,1815,2023-07-31,2023-07-07
2023-03-09,2026-04-09,"Tea July 2023",not_delivering,1460,actions:offsite_conversion.fb_pixel_view_content,6.84931507,"Using ad set budget",0,10000,186134,47587,0,1525,1519,2023-07-31,2023-07-07
2023-03-09,2026-04-09,"Tea & Milk July 2023",not_delivering,1513,actions:offsite_conversion.fb_pixel_view_content,6.6092267,"Using ad set budget",0,9999.76,183770,43208,0,1509,1498,2023-07-31,2023-07-07
2023-03-09,2026-04-09,"Chilled & Frozen July 2023",not_delivering,1562,actions:offsite_conversion.fb_pixel_view_content,6.40204866,"Using ad set budget",0,10000,138479,60087,0,2121,2017,2023-07-31,2023-07-07
2023-03-09,2026-04-09,"Yoghurt & Ice Cream July 2023",not_delivering,2269,actions:offsite_conversion.fb_pixel_view_content,4.40722785,"Using ad set budget",0,10000,146127,78943,0,3143,3047,2023-07-31,2023-07-07
2023-03-09,2026-04-09,"Cleaning July 2023",not_delivering,1318,actions:offsite_conversion.fb_pixel_view_content,7.58723824,"Using ad set budget",0,9999.98,139711,73621,0,1674,1609,2023-07-31,2023-07-07
2023-03-09,2026-04-09,"Household 1 July 2023",not_delivering,1368,actions:offsite_conversion.fb_pixel_view_content,7.30994152,"Using ad set budget",0,10000,181243,58679,0,1494,1472,2023-07-31,2023-07-07
2023-03-09,2026-04-09,"Household 2 July 2023",not_delivering,1464,actions:offsite_conversion.fb_pixel_view_content,6.8305123,"Using ad set budget",0,9999.87,140089,36542,0,1382,1372,2023-07-31,2023-07-07
2023-03-09,2026-04-09,"Personal Care July 2023",not_delivering,1386,actions:offsite_conversion.fb_pixel_view_content,7.215,"Using ad set budget",0,9999.99,157006,77677,0,1936,1887,2023-07-31,2023-07-07
2023-03-09,2026-04-09,"Sanitary & Cologne July 2023",not_delivering,1533,actions:offsite_conversion.fb_pixel_view_content,6.52315721,"Using ad set budget",0,10000,133942,67220,0,1611,1564,2023-07-31,2023-07-07
2023-03-09,2026-04-09,"Biscuits July 2023",not_delivering,1456,actions:offsite_conversion.fb_pixel_view_content,6.86785027,"Using ad set budget",0,9999.59,158181,56971,0,1621,1580,2023-07-31,2023-07-08
2023-03-09,2026-04-09,"Cookies July 2023",not_delivering,1391,actions:offsite_conversion.fb_pixel_view_content,7.18894321,"Using ad set budget",0,9999.82,139660,39707,0,1445,1437,2023-07-31,2023-07-08
2023-03-09,2026-04-09,"Groceries 1 July 2023",not_delivering,1382,actions:offsite_conversion.fb_pixel_view_content,7.23589001,"Using ad set budget",0,10000,212005,103739,0,1433,1354,2023-07-31,2023-07-08
2023-03-09,2026-04-09,"Groceries 2 July 2023",not_delivering,1446,actions:offsite_conversion.fb_pixel_view_content,6.91562932,"Using ad set budget",0,10000,141219,66166,0,1630,1587,2023-07-31,2023-07-08
2023-03-09,2026-04-09,"Groceries 3 July 2023",not_delivering,1358,actions:offsite_conversion.fb_pixel_view_content,7.36371134,"Using ad set budget",0,9999.92,122096,43236,0,1368,1357,2023-07-31,2023-07-08
2023-03-09,2026-04-09,"Jam & Chocolate July 2023",not_delivering,1907,actions:offsite_conversion.fb_pixel_view_content,5.24383849,"Using ad set budget",0,10000,116490,62969,0,2086,2003,2023-07-31,2023-07-08
2023-03-09,2026-04-09,"Groceries 5 July 2023",not_delivering,158,actions:offsite_conversion.fb_pixel_view_content,4.87873418,"Using ad set budget",0,770.84,12756,9419,0,126,118,2023-07-31,2023-07-08
2023-03-09,2026-04-09,"Pasta & Oil July 2023",not_delivering,1445,actions:offsite_conversion.fb_pixel_view_content,6.92041522,"Using ad set budget",0,10000,125804,56204,0,1515,1477,2023-07-31,2023-07-08
2023-03-09,2026-04-09,"Spices July 2023",not_delivering,1433,actions:offsite_conversion.fb_pixel_view_content,6.97836008,"Using ad set budget",0,9999.99,146806,40251,0,1454,1446,2023-07-31,2023-07-08
2023-03-09,2026-04-09,"Sampath Bank July 2023",not_delivering,5256,actions:offsite_conversion.fb_pixel_view_content,11.41552511,"Using ad set budget",0,60000,823143,432201,0,3594,2675,2023-07-31,2023-07-10
2023-03-09,2026-04-09,"Delivery Free July 2023",inactive,7496,actions:offsite_conversion.fb_pixel_view_content,8.65832711,"Using ad set budget",0,64902.82,867069,337419,0,3357,2190,2023-07-31,2023-07-10
2023-03-09,2026-04-09,"Mega Pola July 2023",not_delivering,9202,actions:offsite_conversion.fb_pixel_view_content,7.60704195,"Using ad set budget",0,70000,1111527,385671,0,3868,2517,2023-07-31,2023-07-10
